CUSEC,Nivel,NOTA1,vivienda turistica,unidad1,nota2,plazas,unidad2,nota3,plazas por vivienda turistica,unidad3,nota4,Porcentaje vivienda turistica,UNIDAD4,PERIODO,PROV,PROV_LITERAL,MUN,MUN_LITERAL
1405605004,Secciones,,1,Viviendas,,6,Plazas,,6.0,Plazas,,0.221729490022173,Porcentaje,2025M05,14,Córdoba,14056,Puente Genil
1405605003,Secciones,,5,Viviendas,,15,Plazas,,3.0,Plazas,,0.807754442649435,Porcentaje,2025M05,14,Córdoba,14056,Puente Genil
1405605002,Secciones,,0,Viviendas,,0,Plazas,Área sin viviendas turísticas. No se proporciona el dato por carecer de sentido.,0.0,Plazas,,0.0,Porcentaje,2025M05,14,Córdoba,14056,Puente Genil
1405604006,Secciones,,0,Viviendas,,0,Plazas,Área sin viviendas turísticas. No se proporciona el dato por carecer de sentido.,0.0,Plazas,,0.0,Porcentaje,2025M05,14,Córdoba,14056,Puente Genil
1405604005,Secciones,,0,Viviendas,,0,Plazas,Área sin viviendas turísticas. No se proporciona el dato por carecer de sentido.,0.0,Plazas,,0.0,Porcentaje,2025M05,14,Córdoba,14056,Puente Genil
1405604004,Secciones,,0,Viviendas,,0,Plazas,Área sin viviendas turísticas. No se proporciona el dato por carecer de sentido.,0.0,Plazas,,0.0,Porcentaje,2025M05,14,Córdoba,14056,Puente Genil
1405605001,Secciones,,12,Viviendas,,52,Plazas,,4.33333333333333,Plazas,,0.938967136150235,Porcentaje,2025M05,14,Córdoba,14056,Puente Genil
1405604003,Secciones,,0,Viviendas,,0,Plazas,Área sin viviendas turísticas. No se proporciona el dato por carecer de sentido.,0.0,Plazas,,0.0,Porcentaje,2025M05,14,Córdoba,14056,Puente Genil
1405604002,Secciones,,1,Viviendas,,6,Plazas,,6.0,Plazas,,0.198019801980198,Porcentaje,2025M05,14,Córdoba,14056,Puente Genil
1405603005,Secciones,,0,Viviendas,,0,Plazas,Área sin viviendas turísticas. No se proporciona el dato por carecer de sentido.,0.0,Plazas,,0.0,Porcentaje,2025M05,14,Córdoba,14056,Puente Genil
1405603004,Secciones,,1,Viviendas,,4,Plazas,,4.0,Plazas,,0.15600624024961,Porcentaje,2025M05,14,Córdoba,14056,Puente Genil
1405603003,Secciones,,0,Viviendas,,0,Plazas,Área sin viviendas turísticas. No se proporciona el dato por carecer de sentido.,0.0,Plazas,,0.0,Porcentaje,2025M05,14,Córdoba,14056,Puente Genil
1405603002,Secciones,,0,Viviendas,,0,Plazas,Área sin viviendas turísticas. No se proporciona el dato por carecer de sentido.,0.0,Plazas,,0.0,Porcentaje,2025M05,14,Córdoba,14056,Puente Genil
1405603001,Secciones,,0,Viviendas,,0,Plazas,Área sin viviendas turísticas. No se proporciona el dato por carecer de sentido.,0.0,Plazas,,0.0,Porcentaje,2025M05,14,Córdoba,14056,Puente Genil
1405605005,Secciones,,0,Viviendas,,0,Plazas,Área sin viviendas turísticas. No se proporciona el dato por carecer de sentido.,0.0,Plazas,,0.0,Porcentaje,2025M05,14,Córdoba,14056,Puente Genil
1405602003,Secciones,,0,Viviendas,,0,Plazas,Área sin viviendas turísticas. No se proporciona el dato por carecer de sentido.,0.0,Plazas,,0.0,Porcentaje,2025M05,14,Córdoba,14056,Puente Genil
1405602002,Secciones,,0,Viviendas,,0,Plazas,Área sin viviendas turísticas. No se proporciona el dato por carecer de sentido.,0.0,Plazas,,0.0,Porcentaje,2025M05,14,Córdoba,14056,Puente Genil
1405602001,Secciones,,2,Viviendas,,12,Plazas,,6.0,Plazas,,0.273224043715847,Porcentaje,2025M05,14,Córdoba,14056,Puente Genil
1405601003,Secciones,,1,Viviendas,,10,Plazas,,10.0,Plazas,,0.204918032786885,Porcentaje,2025M05,14,Córdoba,14056,Puente Genil
1405604001,Secciones,,0,Viviendas,,0,Plazas,Área sin viviendas turísticas. No se proporciona el dato por carecer de sentido.,0.0,Plazas,,0.0,Porcentaje,2025M05,14,Córdoba,14056,Puente Genil
1405601002,Secciones,,0,Viviendas,,0,Plazas,Área sin viviendas turísticas. No se proporciona el dato por carecer de sentido.,0.0,Plazas,,0.0,Porcentaje,2025M05,14,Córdoba,14056,Puente Genil
1405601001,Secciones,,2,Viviendas,,9,Plazas,,4.5,Plazas,,0.28735632183908,Porcentaje,2025M05,14,Córdoba,14056,Puente Genil
1405701005,Secciones,,1,Viviendas,,6,Plazas,,6.0,Plazas,,0.139275766016713,Porcentaje,2025M05,14,Córdoba,14057,"Rambla, La"
1405701004,Secciones,,0,Viviendas,,0,Plazas,Área sin viviendas turísticas. No se proporciona el dato por carecer de sentido.,0.0,Plazas,,0.0,Porcentaje,2025M05,14,Córdoba,14057,"Rambla, La"
1405701006,Secciones,,0,Viviendas,,0,Plazas,Área sin viviendas turísticas. No se proporciona el dato por carecer de sentido.,0.0,Plazas,,0.0,Porcentaje,2025M05,14,Córdoba,14057,"Rambla, La"
1405701003,Secciones,,0,Viviendas,,0,Plazas,Área sin viviendas turísticas. No se proporciona el dato por carecer de sentido.,0.0,Plazas,,0.0,Porcentaje,2025M05,14,Córdoba,14057,"Rambla, La"
1405701002,Secciones,,0,Viviendas,,0,Plazas,Área sin viviendas turísticas. No se proporciona el dato por carecer de sentido.,0.0,Plazas,,0.0,Porcentaje,2025M05,14,Córdoba,14057,"Rambla, La"
1405701001,Secciones,,0,Viviendas,,0,Plazas,Área sin viviendas turísticas. No se proporciona el dato por carecer de sentido.,0.0,Plazas,,0.0,Porcentaje,2025M05,14,Córdoba,14057,"Rambla, La"
1405805001,Secciones,,17,Viviendas,,122,Plazas,,7.17647058823529,Plazas,,0.983227299016773,Porcentaje,2025M05,14,Córdoba,14058,Rute
1405804001,Secciones,,4,Viviendas,,28,Plazas,,7.0,Plazas,,0.421052631578947,Porcentaje,2025M05,14,Córdoba,14058,Rute
1405802001,Secciones,,1,Viviendas,,4,Plazas,,4.0,Plazas,,0.185873605947955,Porcentaje,2025M05,14,Córdoba,14058,Rute
1405801001,Secciones,,0,Viviendas,,0,Plazas,Área sin viviendas turísticas. No se proporciona el dato por carecer de sentido.,0.0,Plazas,,0.0,Porcentaje,2025M05,14,Córdoba,14058,Rute
1405801002,Secciones,,0,Viviendas,,0,Plazas,Área sin viviendas turísticas. No se proporciona el dato por carecer de sentido.,0.0,Plazas,,0.0,Porcentaje,2025M05,14,Córdoba,14058,Rute
1405803001,Secciones,,1,Viviendas,,5,Plazas,,5.0,Plazas,,0.154559505409583,Porcentaje,2025M05,14,Córdoba,14058,Rute
1405803002,Secciones,,1,Viviendas,,5,Plazas,,5.0,Plazas,,0.126422250316056,Porcentaje,2025M05,14,Córdoba,14058,Rute
1405901001,Secciones,,1,Viviendas,,6,Plazas,,6.0,Plazas,,0.181159420289855,Porcentaje,2025M05,14,Córdoba,14059,San Sebastián de los Ballesteros
1406002002,Secciones,,0,Viviendas,,0,Plazas,Área sin viviendas turísticas. No se proporciona el dato por carecer de sentido.,0.0,Plazas,,0.0,Porcentaje,2025M05,14,Córdoba,14060,Santaella
1406002001,Secciones,,4,Viviendas,,14,Plazas,,3.5,Plazas,,0.519480519480519,Porcentaje,2025M05,14,Córdoba,14060,Santaella
1406001001,Secciones,,0,Viviendas,,0,Plazas,Área sin viviendas turísticas. No se proporciona el dato por carecer de sentido.,0.0,Plazas,,0.0,Porcentaje,2025M05,14,Córdoba,14060,Santaella
1406101001,Secciones,,1,Viviendas,,6,Plazas,,6.0,Plazas,,0.116279069767442,Porcentaje,2025M05,14,Córdoba,14061,Santa Eufemia
1406201001,Secciones,,1,Viviendas,,8,Plazas,,8.0,Plazas,,0.0890471950133571,Porcentaje,2025M05,14,Córdoba,14062,Torrecampo
1406301001,Secciones,,0,Viviendas,,0,Plazas,Área sin viviendas turísticas. No se proporciona el dato por carecer de sentido.,0.0,Plazas,,0.0,Porcentaje,2025M05,14,Córdoba,14063,Valenzuela
1406401001,Secciones,,1,Viviendas,,8,Plazas,,8.0,Plazas,,0.275482093663912,Porcentaje,2025M05,14,Córdoba,14064,Valsequillo
1406501001,Secciones,,2,Viviendas,,26,Plazas,,13.0,Plazas,,0.158856235107228,Porcentaje,2025M05,14,Córdoba,14065,"Victoria, La"
1406602003,Secciones,,0,Viviendas,,0,Plazas,Área sin viviendas turísticas. No se proporciona el dato por carecer de sentido.,0.0,Plazas,,0.0,Porcentaje,2025M05,14,Córdoba,14066,Villa del Río
1406602002,Secciones,,0,Viviendas,,0,Plazas,Área sin viviendas turísticas. No se proporciona el dato por carecer de sentido.,0.0,Plazas,,0.0,Porcentaje,2025M05,14,Córdoba,14066,Villa del Río
1406602001,Secciones,,0,Viviendas,,0,Plazas,Área sin viviendas turísticas. No se proporciona el dato por carecer de sentido.,0.0,Plazas,,0.0,Porcentaje,2025M05,14,Córdoba,14066,Villa del Río
1406601003,Secciones,,0,Viviendas,,0,Plazas,Área sin viviendas turísticas. No se proporciona el dato por carecer de sentido.,0.0,Plazas,,0.0,Porcentaje,2025M05,14,Córdoba,14066,Villa del Río
1406601002,Secciones,,0,Viviendas,,0,Plazas,Área sin viviendas turísticas. No se proporciona el dato por carecer de sentido.,0.0,Plazas,,0.0,Porcentaje,2025M05,14,Córdoba,14066,Villa del Río
1406601001,Secciones,,0,Viviendas,,0,Plazas,Área sin viviendas turísticas. No se proporciona el dato por carecer de sentido.,0.0,Plazas,,0.0,Porcentaje,2025M05,14,Córdoba,14066,Villa del Río
1406702001,Secciones,,1,Viviendas,,10,Plazas,,10.0,Plazas,,0.104384133611691,Porcentaje,2025M05,14,Córdoba,14067,Villafranca de Córdoba
1406701002,Secciones,,5,Viviendas,,22,Plazas,,4.4,Plazas,,0.556792873051225,Porcentaje,2025M05,14,Córdoba,14067,Villafranca de Córdoba
1406701001,Secciones,,3,Viviendas,,14,Plazas,,4.66666666666667,Plazas,,0.483091787439614,Porcentaje,2025M05,14,Córdoba,14067,Villafranca de Córdoba
1406801001,Secciones,,4,Viviendas,,21,Plazas,,5.25,Plazas,,0.894854586129754,Porcentaje,2025M05,14,Córdoba,14068,Villaharta
1406904001,Secciones,,0,Viviendas,,0,Plazas,Área sin viviendas turísticas. No se proporciona el dato por carecer de sentido.,0.0,Plazas,,0.0,Porcentaje,2025M05,14,Córdoba,14069,Villanueva de Córdoba
1406903002,Secciones,,2,Viviendas,,17,Plazas,,8.5,Plazas,,0.29806259314456,Porcentaje,2025M05,14,Córdoba,14069,Villanueva de Córdoba
1406903001,Secciones,,0,Viviendas,,0,Plazas,Área sin viviendas turísticas. No se proporciona el dato por carecer de sentido.,0.0,Plazas,,0.0,Porcentaje,2025M05,14,Córdoba,14069,Villanueva de Córdoba
1406902002,Secciones,,0,Viviendas,,0,Plazas,Área sin viviendas turísticas. No se proporciona el dato por carecer de sentido.,0.0,Plazas,,0.0,Porcentaje,2025M05,14,Córdoba,14069,Villanueva de Córdoba
1406902001,Secciones,,1,Viviendas,,7,Plazas,,7.0,Plazas,,0.0897666068222621,Porcentaje,2025M05,14,Córdoba,14069,Villanueva de Córdoba
1406901003,Secciones,,0,Viviendas,,0,Plazas,Área sin viviendas turísticas. No se proporciona el dato por carecer de sentido.,0.0,Plazas,,0.0,Porcentaje,2025M05,14,Córdoba,14069,Villanueva de Córdoba
1406901002,Secciones,,0,Viviendas,,0,Plazas,Área sin viviendas turísticas. No se proporciona el dato por carecer de sentido.,0.0,Plazas,,0.0,Porcentaje,2025M05,14,Córdoba,14069,Villanueva de Córdoba
1406901001,Secciones,,0,Viviendas,,0,Plazas,Área sin viviendas turísticas. No se proporciona el dato por carecer de sentido.,0.0,Plazas,,0.0,Porcentaje,2025M05,14,Córdoba,14069,Villanueva de Córdoba
1407002001,Secciones,,0,Viviendas,,0,Plazas,Área sin viviendas turísticas. No se proporciona el dato por carecer de sentido.,0.0,Plazas,,0.0,Porcentaje,2025M05,14,Córdoba,14070,Villanueva del Duque
1407001001,Secciones,,4,Viviendas,,28,Plazas,,7.0,Plazas,,0.489596083231334,Porcentaje,2025M05,14,Córdoba,14070,Villanueva del Duque
1407101001,Secciones,,0,Viviendas,,0,Plazas,Área sin viviendas turísticas. No se proporciona el dato por carecer de sentido.,0.0,Plazas,,0.0,Porcentaje,2025M05,14,Córdoba,14071,Villanueva del Rey
1407201001,Secciones,,1,Viviendas,,7,Plazas,,7.0,Plazas,,0.098135426889107,Porcentaje,2025M05,14,Córdoba,14072,Villaralto
1407302001,Secciones,,10,Viviendas,,66,Plazas,,6.6,Plazas,,0.568828213879408,Porcentaje,2025M05,14,Córdoba,14073,Villaviciosa de Córdoba
1407301002,Secciones,,0,Viviendas,,0,Plazas,Área sin viviendas turísticas. No se proporciona el dato por carecer de sentido.,0.0,Plazas,,0.0,Porcentaje,2025M05,14,Córdoba,14073,Villaviciosa de Córdoba
1407301001,Secciones,,0,Viviendas,,0,Plazas,Área sin viviendas turísticas. No se proporciona el dato por carecer de sentido.,0.0,Plazas,,0.0,Porcentaje,2025M05,14,Córdoba,14073,Villaviciosa de Córdoba
1407402002,Secciones,,0,Viviendas,,0,Plazas,Área sin viviendas turísticas. No se proporciona el dato por carecer de sentido.,0.0,Plazas,,0.0,Porcentaje,2025M05,14,Córdoba,14074,"Viso, El"
1407402001,Secciones,,0,Viviendas,,0,Plazas,Área sin viviendas turísticas. No se proporciona el dato por carecer de sentido.,0.0,Plazas,,0.0,Porcentaje,2025M05,14,Córdoba,14074,"Viso, El"
1407401001,Secciones,,1,Viviendas,,2,Plazas,,2.0,Plazas,,0.108342361863489,Porcentaje,2025M05,14,Córdoba,14074,"Viso, El"
1407501001,Secciones,,13,Viviendas,,77,Plazas,,5.92307692307692,Plazas,,2.43445692883895,Porcentaje,2025M05,14,Córdoba,14075,Zuheros
1490101001,Secciones,,0,Viviendas,,0,Plazas,Área sin viviendas turísticas. No se proporciona el dato por carecer de sentido.,0.0,Plazas,,0.0,Porcentaje,2025M05,14,Córdoba,14901,Fuente Carreteros
1490201001,Secciones,,1,Viviendas,,6,Plazas,,6.0,Plazas,,0.149476831091181,Porcentaje,2025M05,14,Córdoba,14902,"Guijarrosa, La"
1500102001,Secciones,,4,Viviendas,,23,Plazas,,5.75,Plazas,,0.856531049250535,Porcentaje,2025M05,15,"Coruña, A",15001,Abegondo
1500103002,Secciones,,5,Viviendas,,39,Plazas,,7.8,Plazas,,0.957854406130268,Porcentaje,2025M05,15,"Coruña, A",15001,Abegondo
1500103001,Secciones,,5,Viviendas,,34,Plazas,,6.8,Plazas,,0.561797752808989,Porcentaje,2025M05,15,"Coruña, A",15001,Abegondo
1500102002,Secciones,,0,Viviendas,,0,Plazas,Área sin viviendas turísticas. No se proporciona el dato por carecer de sentido.,0.0,Plazas,,0.0,Porcentaje,2025M05,15,"Coruña, A",15001,Abegondo
1500101002,Secciones,,1,Viviendas,,14,Plazas,,14.0,Plazas,,0.206611570247934,Porcentaje,2025M05,15,"Coruña, A",15001,Abegondo
1500101001,Secciones,,1,Viviendas,,6,Plazas,,6.0,Plazas,,0.190114068441065,Porcentaje,2025M05,15,"Coruña, A",15001,Abegondo
1500202001,Secciones,,3,Viviendas,,20,Plazas,,6.66666666666667,Plazas,,0.68649885583524,Porcentaje,2025M05,15,"Coruña, A",15002,Ames
1500203013,Secciones,,3,Viviendas,,12,Plazas,,4.0,Plazas,,0.288739172281039,Porcentaje,2025M05,15,"Coruña, A",15002,Ames
1500203016,Secciones,,8,Viviendas,,31,Plazas,,3.875,Plazas,,0.900900900900901,Porcentaje,2025M05,15,"Coruña, A",15002,Ames
1500203015,Secciones,,6,Viviendas,,22,Plazas,,3.66666666666667,Plazas,,0.510204081632653,Porcentaje,2025M05,15,"Coruña, A",15002,Ames
1500203014,Secciones,,4,Viviendas,,13,Plazas,,3.25,Plazas,,0.618238021638331,Porcentaje,2025M05,15,"Coruña, A",15002,Ames
1500203012,Secciones,,8,Viviendas,,34,Plazas,,4.25,Plazas,,0.637450199203187,Porcentaje,2025M05,15,"Coruña, A",15002,Ames
1500203011,Secciones,,4,Viviendas,,19,Plazas,,4.75,Plazas,,0.411946446961895,Porcentaje,2025M05,15,"Coruña, A",15002,Ames
1500203010,Secciones,,5,Viviendas,,18,Plazas,,3.6,Plazas,,1.55763239875389,Porcentaje,2025M05,15,"Coruña, A",15002,Ames
1500203009,Secciones,,13,Viviendas,,59,Plazas,,4.53846153846154,Plazas,,1.28458498023715,Porcentaje,2025M05,15,"Coruña, A",15002,Ames
1500203008,Secciones,,1,Viviendas,,4,Plazas,,4.0,Plazas,,0.0571102227298687,Porcentaje,2025M05,15,"Coruña, A",15002,Ames
1500203007,Secciones,,2,Viviendas,,8,Plazas,,4.0,Plazas,,0.206185567010309,Porcentaje,2025M05,15,"Coruña, A",15002,Ames
1500203006,Secciones,,4,Viviendas,,18,Plazas,,4.5,Plazas,,0.689655172413793,Porcentaje,2025M05,15,"Coruña, A",15002,Ames
1500203005,Secciones,,5,Viviendas,,19,Plazas,,3.8,Plazas,,0.381679389312977,Porcentaje,2025M05,15,"Coruña, A",15002,Ames
1500203004,Secciones,,1,Viviendas,,22,Plazas,,22.0,Plazas,,0.130718954248366,Porcentaje,2025M05,15,"Coruña, A",15002,Ames
1500203003,Secciones,,5,Viviendas,,45,Plazas,,9.0,Plazas,,0.838926174496644,Porcentaje,2025M05,15,"Coruña, A",15002,Ames
1500203002,Secciones,,4,Viviendas,,19,Plazas,,4.75,Plazas,,0.597014925373134,Porcentaje,2025M05,15,"Coruña, A",15002,Ames
1500203001,Secciones,,10,Viviendas,,82,Plazas,,8.2,Plazas,,1.32450331125828,Porcentaje,2025M05,15,"Coruña, A",15002,Ames
1500202002,Secciones,,2,Viviendas,,12,Plazas,,6.0,Plazas,,0.343053173241852,Porcentaje,2025M05,15,"Coruña, A",15002,Ames
1500201003,Secciones,,2,Viviendas,,11,Plazas,,5.5,Plazas,,0.465116279069767,Porcentaje,2025M05,15,"Coruña, A",15002,Ames
1500201001,Secciones,,4,Viviendas,,38,Plazas,,9.5,Plazas,,0.73394495412844,Porcentaje,2025M05,15,"Coruña, A",15002,Ames
1500301001,Secciones,,2,Viviendas,,20,Plazas,,10.0,Plazas,,0.150602409638554,Porcentaje,2025M05,15,"Coruña, A",15003,Aranga
1500402001,Secciones,,19,Viviendas,,122,Plazas,,6.42105263157895,Plazas,,1.71325518485122,Porcentaje,2025M05,15,"Coruña, A",15004,Ares
1500401004,Secciones,,7,Viviendas,,41,Plazas,,5.85714285714286,Plazas,Dato protegido por secreto estadístico.,0.0,Porcentaje,2025M05,15,"Coruña, A",15004,Ares
1500401003,Secciones,,39,Viviendas,,172,Plazas,,4.41025641025641,Plazas,,1.67023554603854,Porcentaje,2025M05,15,"Coruña, A",15004,Ares
1500401002,Secciones,,11,Viviendas,,61,Plazas,,5.54545454545455,Plazas,,0.842911877394636,Porcentaje,2025M05,15,"Coruña, A",15004,Ares
1500401001,Secciones,,7,Viviendas,,43,Plazas,,6.14285714285714,Plazas,,0.752688172043011,Porcentaje,2025M05,15,"Coruña, A",15004,Ares
1500501003,Secciones,,2,Viviendas,,10,Plazas,,5.0,Plazas,,0.216684723726977,Porcentaje,2025M05,15,"Coruña, A",15005,Arteixo
1500501007,Secciones,,2,Viviendas,,10,Plazas,,5.0,Plazas,,0.15748031496063,Porcentaje,2025M05,15,"Coruña, A",15005,Arteixo
1500501010,Secciones,,1,Viviendas,,6,Plazas,,6.0,Plazas,,0.120481927710843,Porcentaje,2025M05,15,"Coruña, A",15005,Arteixo
1500504004,Secciones,,0,Viviendas,,0,Plazas,Área sin viviendas turísticas. No se proporciona el dato por carecer de sentido.,0.0,Plazas,,0.0,Porcentaje,2025M05,15,"Coruña, A",15005,Arteixo
1500504003,Secciones,,2,Viviendas,,8,Plazas,,4.0,Plazas,,0.156985871271586,Porcentaje,2025M05,15,"Coruña, A",15005,Arteixo
1500504002,Secciones,,2,Viviendas,,12,Plazas,,6.0,Plazas,,0.148257968865827,Porcentaje,2025M05,15,"Coruña, A",15005,Arteixo
1500504001,Secciones,,1,Viviendas,,3,Plazas,,3.0,Plazas,,0.0959692898272553,Porcentaje,2025M05,15,"Coruña, A",15005,Arteixo
1500503001,Secciones,,12,Viviendas,,71,Plazas,,5.91666666666667,Plazas,,1.22324159021407,Porcentaje,2025M05,15,"Coruña, A",15005,Arteixo
1500502002,Secciones,,1,Viviendas,,5,Plazas,,5.0,Plazas,,0.120192307692308,Porcentaje,2025M05,15,"Coruña, A",15005,Arteixo
1500502001,Secciones,,4,Viviendas,,19,Plazas,,4.75,Plazas,,0.509554140127389,Porcentaje,2025M05,15,"Coruña, A",15005,Arteixo
1500501012,Secciones,,0,Viviendas,,0,Plazas,Área sin viviendas turísticas. No se proporciona el dato por carecer de sentido.,0.0,Plazas,Dato protegido por secreto estadístico.,0.0,Porcentaje,2025M05,15,"Coruña, A",15005,Arteixo
1500501011,Secciones,,2,Viviendas,,8,Plazas,,4.0,Plazas,,0.276243093922652,Porcentaje,2025M05,15,"Coruña, A",15005,Arteixo
1500501009,Secciones,,2,Viviendas,,11,Plazas,,5.5,Plazas,,0.213447171824973,Porcentaje,2025M05,15,"Coruña, A",15005,Arteixo
1500501008,Secciones,,1,Viviendas,,4,Plazas,,4.0,Plazas,,0.0898472596585804,Porcentaje,2025M05,15,"Coruña, A",15005,Arteixo
1500501006,Secciones,,0,Viviendas,,0,Plazas,Área sin viviendas turísticas. No se proporciona el dato por carecer de sentido.,0.0,Plazas,,0.0,Porcentaje,2025M05,15,"Coruña, A",15005,Arteixo
1500501005,Secciones,,1,Viviendas,,9,Plazas,,9.0,Plazas,,0.154559505409583,Porcentaje,2025M05,15,"Coruña, A",15005,Arteixo
1500501004,Secciones,,1,Viviendas,,6,Plazas,,6.0,Plazas,,0.118906064209275,Porcentaje,2025M05,15,"Coruña, A",15005,Arteixo
1500501002,Secciones,,0,Viviendas,,0,Plazas,Área sin viviendas turísticas. No se proporciona el dato por carecer de sentido.,0.0,Plazas,,0.0,Porcentaje,2025M05,15,"Coruña, A",15005,Arteixo
1500501001,Secciones,,1,Viviendas,,6,Plazas,,6.0,Plazas,,0.072463768115942,Porcentaje,2025M05,15,"Coruña, A",15005,Arteixo
1500601007,Secciones,,30,Viviendas,,205,Plazas,,6.83333333333333,Plazas,,3.14465408805031,Porcentaje,2025M05,15,"Coruña, A",15006,Arzúa
1500601004,Secciones,,6,Viviendas,,42,Plazas,,7.0,Plazas,,0.664451827242525,Porcentaje,2025M05,15,"Coruña, A",15006,Arzúa
1500601003,Secciones,,27,Viviendas,,123,Plazas,,4.55555555555556,Plazas,,5.36779324055666,Porcentaje,2025M05,15,"Coruña, A",15006,Arzúa
1500601002,Secciones,,9,Viviendas,,94,Plazas,,10.4444444444444,Plazas,,0.980392156862745,Porcentaje,2025M05,15,"Coruña, A",15006,Arzúa
1500601001,Secciones,,40,Viviendas,,262,Plazas,,6.55,Plazas,,3.22061191626409,Porcentaje,2025M05,15,"Coruña, A",15006,Arzúa
1500701001,Secciones,,4,Viviendas,,22,Plazas,,5.5,Plazas,,0.572246065808298,Porcentaje,2025M05,15,"Coruña, A",15007,"Baña, A"
1500702001,Secciones,,1,Viviendas,,12,Plazas,,12.0,Plazas,,0.155038759689922,Porcentaje,2025M05,15,"Coruña, A",15007,"Baña, A"
1500701002,Secciones,,2,Viviendas,,10,Plazas,,5.0,Plazas,,0.267022696929239,Porcentaje,2025M05,15,"Coruña, A",15007,"Baña, A"
1500803002,Secciones,,2,Viviendas,,10,Plazas,,5.0,Plazas,,0.330578512396694,Porcentaje,2025M05,15,"Coruña, A",15008,Bergondo
1500803001,Secciones,,4,Viviendas,,23,Plazas,,5.75,Plazas,,0.29520295202952,Porcentaje,2025M05,15,"Coruña, A",15008,Bergondo
1500802001,Secciones,,1,Viviendas,,10,Plazas,,10.0,Plazas,,0.147058823529412,Porcentaje,2025M05,15,"Coruña, A",15008,Bergondo
1500801002,Secciones,,2,Viviendas,,20,Plazas,,10.0,Plazas,,0.318979266347687,Porcentaje,2025M05,15,"Coruña, A",15008,Bergondo
1500801001,Secciones,,20,Viviendas,,132,Plazas,,6.6,Plazas,,1.72265288544358,Porcentaje,2025M05,15,"Coruña, A",15008,Bergondo
1500901010,Secciones,,3,Viviendas,,26,Plazas,,8.66666666666667,Plazas,,0.334075723830735,Porcentaje,2025M05,15,"Coruña, A",15009,Betanzos
1500901006,Secciones,,3,Viviendas,,12,Plazas,,4.0,Plazas,,0.233463035019455,Porcentaje,2025M05,15,"Coruña, A",15009,Betanzos
1500901005,Secciones,,7,Viviendas,,34,Plazas,,4.85714285714286,Plazas,,0.708502024291498,Porcentaje,2025M05,15,"Coruña, A",15009,Betanzos
1500901004,Secciones,,4,Viviendas,,18,Plazas,,4.5,Plazas,,0.537634408602151,Porcentaje,2025M05,15,"Coruña, A",15009,Betanzos
1500901007,Secciones,,2,Viviendas,,7,Plazas,,3.5,Plazas,,0.201207243460765,Porcentaje,2025M05,15,"Coruña, A",15009,Betanzos
1500901001,Secciones,,17,Viviendas,,78,Plazas,,4.58823529411765,Plazas,,0.890518596123625,Porcentaje,2025M05,15,"Coruña, A",15009,Betanzos
1500901008,Secciones,,0,Viviendas,,0,Plazas,Área sin viviendas turísticas. No se proporciona el dato por carecer de sentido.,0.0,Plazas,,0.0,Porcentaje,2025M05,15,"Coruña, A",15009,Betanzos
1500901009,Secciones,,5,Viviendas,,65,Plazas,,13.0,Plazas,,1.13378684807256,Porcentaje,2025M05,15,"Coruña, A",15009,Betanzos
1500901012,Secciones,,0,Viviendas,,0,Plazas,Área sin viviendas turísticas. No se proporciona el dato por carecer de sentido.,0.0,Plazas,,0.0,Porcentaje,2025M05,15,"Coruña, A",15009,Betanzos
1501002001,Secciones,,12,Viviendas,,103,Plazas,,8.58333333333333,Plazas,,1.61943319838057,Porcentaje,2025M05,15,"Coruña, A",15010,Boimorto
1501001001,Secciones,,6,Viviendas,,37,Plazas,,6.16666666666667,Plazas,,0.869565217391304,Porcentaje,2025M05,15,"Coruña, A",15010,Boimorto
1501103001,Secciones,,3,Viviendas,,16,Plazas,,5.33333333333333,Plazas,,0.518134715025907,Porcentaje,2025M05,15,"Coruña, A",15011,Boiro
1501101010,Secciones,,8,Viviendas,,40,Plazas,,5.0,Plazas,,0.87527352297593,Porcentaje,2025M05,15,"Coruña, A",15011,Boiro
1501101006,Secciones,,19,Viviendas,,112,Plazas,,5.89473684210526,Plazas,,5.38243626062323,Porcentaje,2025M05,15,"Coruña, A",15011,Boiro
1501101002,Secciones,,31,Viviendas,,147,Plazas,,4.74193548387097,Plazas,,2.91353383458647,Porcentaje,2025M05,15,"Coruña, A",15011,Boiro
1501101001,Secciones,,10,Viviendas,,48,Plazas,,4.8,Plazas,,0.962463907603465,Porcentaje,2025M05,15,"Coruña, A",15011,Boiro
1501101003,Secciones,,9,Viviendas,,50,Plazas,,5.55555555555556,Plazas,,0.690184049079755,Porcentaje,2025M05,15,"Coruña, A",15011,Boiro
1501101005,Secciones,,26,Viviendas,,143,Plazas,,5.5,Plazas,,1.94174757281553,Porcentaje,2025M05,15,"Coruña, A",15011,Boiro
1501101007,Secciones,,7,Viviendas,,48,Plazas,,6.85714285714286,Plazas,,0.818713450292398,Porcentaje,2025M05,15,"Coruña, A",15011,Boiro
1501101008,Secciones,,5,Viviendas,,26,Plazas,,5.2,Plazas,,0.5720823798627,Porcentaje,2025M05,15,"Coruña, A",15011,Boiro
1501101009,Secciones,,22,Viviendas,,119,Plazas,,5.40909090909091,Plazas,,2.49150622876557,Porcentaje,2025M05,15,"Coruña, A",15011,Boiro
1501102002,Secciones,,2,Viviendas,,14,Plazas,,7.0,Plazas,,0.442477876106195,Porcentaje,2025M05,15,"Coruña, A",15011,Boiro
